your_decision,doi_r,population,kind,item,action,why,claude,codex,suggested_instead,title_r,year_r,our_originals,mo_originals
,10.1176/appi.ajp.2015.14070896,FLoRA vs Observatory,different paper,flor-017,keep + add,both judges agree,"both (medium): The paper replicates the 2003 Caspi et al. G×E study, and both answers name that study. A carries the canonical Science DOI. B's DOI points to a secondary (Russian-language) record of the same paper, so it names the right study but links to a non-canonical record.","both (high): The [replication paper](https://moffittcaspi.trinity.duke.edu/sites/moffittcaspi.trinity.duke.edu/files/file-attachments/Rocha_AJP_2015.pdf) explicitly identifies Caspi et al. (2003) as the original and gives the title and Science citation listed in both answers. B has an incorrect DOI, but its title, authors, year, journal, volume, and pages identify the same original study; the correct DOI is [10.1126/science.1083968](https://scholars.duke.edu/publication/688888).","Caspi et al. (2003), Science 301:386-389, 10.1126/science.1083968",Gene-Environment Interaction in Youth Depression: Replication of the 5-HTTLPR Moderation in a Diverse Setting,2015,Influence of life stress on depression: moderation by a polymorphism in the 5-HTT gene (Science. — 2003 Jul — 18. — 301(5631). — P. 386—389: англ.) (2003) doi:10.17816/nb100176 [FLoRA],Influence of life stress on depression: moderation by a polymorphism in the 5-HTT gene (2003) doi:10.1126/science.1083968
,10.1371/journal.pone.0294325,FLoRA vs Observatory,different paper,flor-023,keep + add,both judges agree,"both (medium): The paper replicates 'the original Asch experiment' and cites Asch 1951, 1955 and 1956 together as the original findings, so A's Asch 1955 and B's Asch 1956 are both reports of the replicated study. A also lists Crutchfield 1955, which is cited only for personality correlates and was not replicated. A's main entry is still correct.","both (medium): The [full paper](https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0294325) explicitly identifies Asch’s 1951, 1955, and 1956 reports as the originals behind its line judgment replication, so the Asch entry in each answer is valid. Answer A also includes Crutchfield (1955), whose personality and conformity findings the paper investigates, though it identifies the experiment it replicates as Asch’s.","Asch (1951, 1955, 1956) - the line-judgment conformity experiment",The power of social influence: A replication and extension of the Asch experiment,2023,Studies of independence and conformity: I. A minority of one against a unanimous majority. (1956) doi:10.1037/h0093718 [FLoRA],Opinions and social pressure (1955) doi:10.1038/scientificamerican1155-31 || Conformity and Character (1955) doi:10.1037/h0040237
,10.1016/j.ynirp.2022.100149,FLoRA vs Observatory,different paper,flor-005,human,"judges split (Claude: both, Codex: mo)","both (medium): The replication re-tests the brain-age gap from the authors' earlier ENIGMA MDD study, which it cites as Han et al. 2021 (Mol Psychiatry), so B is clearly right. A is the 2018 Biological Psychiatry meeting abstract of the same ENIGMA MDD brain-aging project by the same team. I count it as a second report of the same study, but it is not the version the paper cites, hence medium confidence.",mo (high): The replication paper identifies its earlier ENIGMA MDD brain-age study as Han et al. (2021a) and says it tests that study’s brain-age gap in new cohorts. Its reference list gives the title in Answer B. [Replication paper](https://snaplab.stanford.edu/sites/g/files/sbiybj31146/files/media/file/1-s2.0-s2666956022000733-main_0.pdf).,"Han et al. (2021) Brain aging in major depressive disorder: results from the ENIGMA MDD working group, Mol Psychiatry, doi:10.1038/s41380-020-0754-0",A large-scale ENIGMA multisite replication study of brain age in depression,2022,44. Brain Aging in Major Depressive Disorder: Results From the ENIGMA MDD Consortium (2018) doi:10.1016/j.biopsych.2018.02.061 [FLoRA],Brain aging in major depressive disorder: results from the ENIGMA major depressive disorder working group (2021) doi:10.1038/s41380-020-0754-0
,10.1080/02687038.2010.536841,FLoRA vs Observatory,different paper,flor-011,human,"judges split (Claude: mo, Codex: ours)","mo (medium): The paper re-tests the authors' earlier finding that amnesia participants, as directors, used less definite, less confident references, with their partners now as directors. That finding is the 2011 Psychological Science definite-reference paper. The 2005/2006 Nature Neuroscience paper (A) reported the barrier-task data collection and the development of shared labels, not the definite-reference result.","ours (high): The paper explicitly identifies Duff et al.’s barrier task study as the work whose protocol it replicated, so A identifies the original despite listing its year as 2005 rather than the paper’s 2006 citation. B reports a related analysis of definite references that this paper compares with its results, but the replication paper cites it as in press, not as the earlier published study whose protocol it replicated. [Full text](https://pmc.ncbi.nlm.nih.gov/articles/PMC3216114/)","Duff, Gupta, Hengst, Tranel & Cohen (2011) The use of definite references signals declarative memory, Psychological Science, doi:10.1177/0956797611404897",Distributed impact of cognitive-communication impairment: Disruptions in the use of definite references when speaking to individuals with amnesia,2011,Development of shared information in communication despite hippocampal amnesia (2005) doi:10.1038/nn1601 [FLoRA],The use of definite references signals declarative memory: Evidence from hippocampal amnesia (2011) doi:10.1177/0956797611404897
,10.1177/1091142114537892,FLoRA vs Observatory,different paper,flor-020,human,"judges split (Claude: both, Codex: mo)","both (medium): The paper replicates Goolsbee & Maydew's analysis. The reference list cites the 2000 JPubE article, so A matches it exactly. B is the 1998 NBER working-paper version of the same study, so both answers name the same original.","mo (high): The [publisher page](https://journals.sagepub.com/doi/10.1177/1091142114537892) identifies the 2000 Journal of Public Economics article in the replication paper’s title and references. B names a 1998 NBER working-paper version of that study, but Merriman identifies the published article as the work he replicates.","Goolsbee & Maydew (2000), J Public Economics, 10.1016/S0047-2727(99)00036-5 (NBER WP 6614, 1998, is the working-paper version)",A Replication of “Coveting Thy Neighbor’s Manufacturing,2014,Coveting Thy Neighbor's Manuafacturing: The Dilemma of State Income Apportionment (1998) doi:10.3386/w6614 [FLoRA],Coveting Thy Neighbor's Manufacturing: The Dilemma of State Income Apportionment (2000) doi:10.1016/s0047-2727(99)00036-5
,10.1525/collabra.77859,FLoRA vs Observatory,DOI: formatting,,fix DOI,side A writes the DOI with '//' or URL-encoding,,,,‎“Less Is Better” in Separate Evaluations Versus “More Is Better” in Joint Evaluations: Mostly ‎Successful Close Replication and Extension of Hsee (1998)‎,2023,Less is better: when low-value options are valued more highly than high-value options (1998) doi:10.1002/(sici)1099-0771(199806)11:2%3c107::aid-bdm292%3e3.0.co;2-y [FLoRA],Less is better: when low-value options are valued more highly than high-value options (1998) doi:10.1002/(sici)1099-0771(199806)11:2<107::aid-bdm292>3.0.co;2-y
,10.3758/s13428-020-01457-6,FLoRA vs Observatory,DOI: formatting,,fix DOI,side A writes the DOI with '//' or URL-encoding,,,,"Two replications of Raymond, Shapiro, and Arnell (1992), The Attentional Blink",2020,Temporary suppression of visual processing in an RSVP task: An attentional blink? (1992) doi:10.1037//0096-1523.18.3.849 [FLoRA],Temporary suppression of visual processing in an RSVP task: An attentional blink? (1992) doi:10.1037/0096-1523.18.3.849
,10.1037/xge0000788,FLoRA vs Observatory,DOI: alternative identifier,,prefer journal DOI,A: PsycEXTRA conference record · B: article of record,,,,Not so motivated after all? Three replication attempts and a theoretical challenge to a morally motivated belief in free will.,2021,Free to punish: A motivated account of free will belief (2014) doi:10.1037/e578192014-061 [FLoRA],Free to punish: A motivated account of free will belief (2014) doi:10.1037/a0035880
,10.1111/j.1540-4781.2011.01174.x,FLoRA vs Observatory,DOI: alternative identifier,,prefer journal DOI,A: JSTOR duplicate registration · B: article of record,,,,Foreign Language Anxiety and Oral Exam Performance: A Replication of Phillips's MLJ Study,2011,Foreign Language Classroom Anxiety (1986) doi:10.1111/j.1540-4781.1986.tb05256.x [FLoRA] || The Effects of Language Anxiety on Students' Oral Test Performance and Attitudes (1992) doi:10.2307/329894 [FLoRA],The effects of language anxiety on students' oral test performance and attitudes (1992) doi:10.1111/j.1540-4781.1992.tb02573.x
,10.1515/zfsoz-2023-2029,FLoRA vs Observatory,DOI: alternative identifier,,prefer journal DOI,A: OSF preprint · B: article of record,,,,Assessing the Importance of Sample Choice and Selectivity for Sex Segregation in College Majors: A Replication of Ochsenfeld (2016),2023,"Preferences, Constraints, and the Process of Sex Segregation in College Majors: A Choice Analysis (2017) doi:10.31235/osf.io/93eyz [FLoRA]","Preferences, constraints, and the process of sex segregation in college majors: A choice analysis (2016) doi:10.1016/j.ssresearch.2015.12.008"
,10.1002/jae.2449,FLoRA vs Observatory,DOI: alternative identifier,,no change,A: article of record · B: NBER working paper,,,,Successful Scientific Replication and Extension of Levitt (2008): Child Seats are Still No Safer Than Seat Belts,2015,Evidence that Seat Belts Are as Effective as Child Safety Seats in Preventing Death for Children Aged Two and Up (2008) doi:10.1162/rest.90.1.158 [FLoRA],Evidence that Seat Belts are as Effective as Child Safety Seats in Preventing Death for Children Aged Two and Up (2008) doi:10.3386/w11591
,10.1007/s11127-012-0023-0,FLoRA vs Observatory,DOI: alternative identifier,,no change,A: article of record · B: book reprint,,,,District magnitude and representation of the majority’s preferences: a comment and reinterpretation,2012,District magnitude and representation of the majority’s preferences: Evidence from popular and parliamentary votes (2011) doi:10.1007/s11127-010-9760-0 [FLoRA],District magnitude and representation of the majority's preferences: evidence from popular and parliamentary votes (2012) doi:10.5771/9783845253862_115
,10.1177/0956797620968526,FLoRA vs Observatory,DOI: alternative identifier,,no change,A: article of record · B: PsycEXTRA conference record,,,,Incidental Attitude Formation via the Surveillance Task: A Preregistered Replication of the Olson and Fazio (2001) Study,2020,Implicit Attitude Formation Through Classical Conditioning (2001) doi:10.1111/1467-9280.00376 [FLoRA],Implicit attitude formation through classical conditioning (2001) doi:10.1037/e413802005-319
,10.1177/10422587211059991,FLoRA vs Observatory,DOI: alternative identifier,,no change,A: article of record · B: SSRN working paper,,,,Questioning the Growth Dogma: A Replication Study,2022,Growing profitable or growing from profits: Putting the horse in front of the cart? (2009) doi:10.1016/j.jbusvent.2008.04.003 [FLoRA] || Index (2008) doi:10.4337/9781848442764.00018 [FLoRA],Growing profitable or growing from profits: Putting the horse in front of the cart? (2009) doi:10.2139/ssrn.1263088
