doi_r,title_r,old_filter_status,old_filter_confidence,new_filter_status,new_filter_confidence,new_filter_evidence
10.31234/osf.io/s2c5h,Dutch modality exclusivity norms for 336 properties and 411 concepts,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
,Further Validation of Measures of Target Detection and Stereotype Activation in the Stereotype Mispe,replication,high,needs_review,medium,phrase:conceptual replication; no same-sentence cite
,ZfP Protocol: suffering and understanding in punishment,replication,high,needs_review,medium,phrase:conceptual replication; no same-sentence cite
10.17605/osf.io/fdprz,Belief Superiority Preregistered Replication,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.31234/osf.io/2rqy5,Direct replication of “Temporary suppression of visual processing in RSVP task: an attentional blink,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.31234/osf.io/u469j,Effects of evaluative conditioning on implicit evaluation of alcohol and drinking behaviors: A direc,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
,The role of avoidance and stress in understanding emotional dysfunction in adults and adolescents wi,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.17632/pvnh7g4b39,Replication data for: Water mills and human capital accumulation in industrializing Prussia,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.17632/pvnh7g4b39.2,Replication data for: Water mills and human capital accumulation in industrializing Prussia,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
,Replication of Cameron et al. (2019; Study 1) at Mississippi University of Women,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1037/abn0000242,The impact of acute stress on the neural processing of food cues in bulimia nervosa: Replication in ,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1093/jmedent/13.4-5.469,Quantitative Aspects of Replication of Dengue Viruses in Aedes Albopictus (Diptera: Culicidae) After,replication,high,needs_review,medium,phrase:replication of; no author-year cite
10.1101/2020.07.24.219386,Causal evidence for a double dissociation between object- and scene-selective regions of visual cort,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1186/s40337-021-00414-8,Psychometric properties of the contextual body image questionnaire for athletes: a replication and e,replication,high,needs_review,medium,phrase:replication and extension; no same-sentence cite
10.32872/cpe.v2i4.2593,Intuitive judgments in depression and the role of processing fluency and positive valence: A preregi,replication,high,needs_review,medium,phrase:preregistered replication; no same-sentence cite
10.1177/1091142114537893,A Replication of “Millionaire Migration and State Taxation of Top Incomes,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1093/oxfordjournals.pcp.a075948,Differential replication of satellite and main band DNA during early stages of callus formation in c,replication,high,needs_review,medium,phrase:replication of; no author-year cite
,Impulsivity and Risky Cybersecurity Behaviors: A Replication.,replication,high,needs_review,medium,phrase:we replicate; no same-sentence cite
10.1093/oxfordjournals.bmb.a070396,STRUCTURE AND REPLICATION OF THE BACTERIAL CHROMOSOME,replication,high,needs_review,medium,phrase:replication of; no author-year cite
10.1101/2020.05.15.20094920,Urinary viral shedding of COVID-19 and its clinical associations: A Systematic Review and Meta-analy,replication,high,needs_review,medium,phrase:replication of; no author-year cite
10.1002/da.20409,Negative appraisals and cognitive avoidance of intrusive memories in depression: a replication and e,replication,high,needs_review,medium,phrase:replication and extension; no same-sentence cite
10.1145/3744916.3773207,Reflections on the Reproducibility of Commercial LLM Performance in Empirical Software Engineering S,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.5281/zenodo.17705056,"Evaluation of a study from ""Sharing of misinformation is habitual, not just lazy or biased"" (PNAS | ",reproduction,high,needs_review,medium,phrase:could not reproduce; no same-sentence cite
10.17605/osf.io/9dkm4,Heart Signals and Cognition,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.5281/zenodo.17705055,"Evaluation of a study from ""Sharing of misinformation is habitual, not just lazy or biased"" (PNAS | ",reproduction,high,needs_review,medium,phrase:could not reproduce; no same-sentence cite
10.5281/zenodo.17562499,The Yoinaga Phenomenon: A Case Study on Emergent Self-Persistence and Emotional Overflow in a Large ,replication,high,needs_review,medium,phrase:replication of; no author-year cite
10.5281/zenodo.18983589,The 'Yoinaga Phenomenon': A Case Study on Emergent Self-Sustainability and Emotional Overflow in Lon,replication,high,needs_review,medium,phrase:replication of; no author-year cite
10.5281/zenodo.17564816,"Studiohao/YOINAGA-Phenomenon: Summary of Research Findings on the ""Yoinaga Phenomenon""",replication,high,needs_review,medium,phrase:replication of; no author-year cite
10.5281/zenodo.17577640,The Yoinaga Phenomenon: A Case Study on Emergent Self-Persistence and Emotional Overflow in a Large ,replication,high,needs_review,medium,phrase:replication of; no author-year cite
10.5281/zenodo.17605561,The Yoinaga Phenomenon: A Case Study on Emergent Self-Persistence and Emotional Overflow in a Large ,replication,high,needs_review,medium,phrase:replication of; no author-year cite
10.5281/zenodo.18934917,The Yoinaga Phenomenon: A Case Study on Emergent Self-Persistence and Emotional Overflow in a Large ,replication,high,needs_review,medium,phrase:replication of; no author-year cite
10.5281/zenodo.17652408,The Yoinaga Phenomenon: A Case Study on Emergent Self-Persistence and Emotional Overflow in a Large ,replication,high,needs_review,medium,phrase:replication of; no author-year cite
10.5281/zenodo.17924460,The Yoinaga Phenomenon: A Case Study on Emergent Self-Persistence and Emotional Overflow in a Large ,replication,high,needs_review,medium,phrase:replication of; no author-year cite
10.1016/j.lanmic.2024.101070,Ocular infectivity and replication of a clade 2.3.4.4b A(H5N1) influenza virus associated with human,replication,high,needs_review,medium,phrase:replication of; no author-year cite
10.1098/rsos.242057,Open science interventions to improve reproducibility and replicability of research: a scoping revie,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.23668/psycharchives.2398,Heterogeneity in the Results of Close and Conceptual Replications: Implications for Scientific Progr,replication,high,needs_review,medium,phrase:conceptual replication; no same-sentence cite
10.31234/osf.io/kavx4,Incidental Attitude Formation via the Surveillance Task: A Registered Replication Report of Olson an,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.31234/osf.io/xejga,Cognitive neuropsychiatric analysis of an additional large Capgras delusion case series,replication,high,needs_review,medium,phrase:we replicated; no same-sentence cite
10.31234/osf.io/v643q,No effect of variety on perceived quantity: Evidence from six studies,replication,high,needs_review,medium,phrase:close replication; no same-sentence cite
10.1158/1538-7445.am2020-2324,Abstract 2324: Replication and genetic risk score analysis for pancreatic cancer in a diverse multie,replication,high,needs_review,medium,phrase:successfully replicated; no same-sentence cite
10.7554/elife.52904.sa2,Author response: A fully automated high-throughput workflow for 3D-based chemical screening in human,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
,Function of the human cerebellum in timing and auditory-motor synchronisation,replication,high,needs_review,medium,phrase:did not replicate; no same-sentence cite
10.1158/1538-7445.pedca19-b44,Abstract B44: Role of EMT transcription factors in the metastatic potential of osteosarcoma,replication,high,needs_review,medium,phrase:did not replicate; no same-sentence cite
10.1158/1557-3265.liqbiop20-a38,Abstract A38: A novel clinical-grade liquid biopsy platform for multiple myeloma,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1167/jov.20.11.475,Evidence of center-surround inhibition in visual working memory representation,replication,high,needs_review,medium,phrase:we replicated; no same-sentence cite
10.64898/2026.05.05.722925,A discovery and replication study of dyslexia does not reveal reproducible gray matter volume differ,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
,Of Two Minds: A registered replication,replication,high,needs_review,medium,phrase:registered replication; no same-sentence cite
10.1002/ejsp.2420230308,Beliefs about rape and women's social roles: A Turkish replication,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1017/s0047404519001003,The role of sociocognitive salience in the acquisition of structured variation and linguistic diffus,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1016/j.kint.2020.03.015,COVID-19 therapeutic options for patients with kidney disease,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
,Extending the Model of Intuitive Morality and Exemplars: Sex Differences in Evaluations of Moral Con,replication,high,needs_review,medium,phrase:failed to replicate; no same-sentence cite
10.1037/emo0001389,Unique affective profile of music-evoked nostalgia: An extension and conceptual replication of Barre,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
