doi_r,title_r,doi_o,title_o,set,label,mo_titles,mo_dois,old_key,old_model,mo_key,quote,error,confident,reasoning,answer,flag,flag_names_other,alt,flag_conf,alt_is_mo,alt_first_is_mo
10.1590/1516-3180.2017.0015240217,Age at first childbirth and newly diagnosed diabetes among postmenopausal women: a cross-sectional analysis of the Brazilian Longitudinal Study of Adult Health (ELSA-Brasil),10.2337/dc13-1784,Impact of Age at First Childbirth on Glucose Tolerance Status in Postmenopausal Women: The 2008–2011 Korean National Health and Nutrition Examination Survey,control,agrees_with_mo,['Impact of age at first childbirth on glucose tolerance status in postmenopausal women: the 2008-2011 Korean National Health and Nutrition Examination Survey'],['10.2337/dc13-1784'],@kim2013,gpt-5.6-luna,@kim2013,"It has been reported that earlier age at first childbirth may increase the risk of adult-onset diabetes among postmenopausal women, a novel finding with important public health implications. To date, however, no known studies have attempted to replicate this finding. We aimed to test the hypothesis that age at first childbirth is associated with the risk of adult-onset diabetes among postmenopausal women.",,True,"The study re-tests the reported finding that earlier age at first childbirth may increase adult-onset diabetes risk among postmenopausal women; @kim2013 is the only listed record matching that exact exposure, outcome, and postmenopausal population.",identified:@kim2013,False,False,[],False,False,False
10.1159/000117595,Application of Cluster Analysis in the Classification of Depression,10.1192/bjp.118.544.275,Classification of Depressed Patients: A Cluster Analysis Derived Grouping,control,agrees_with_mo,['Classification of depressed patients: a cluster analysis derived grouping'],['10.1192/bjp.118.544.275'],@paykel1971,gpt-5.6-luna,@paykel1971,This paper reports a replication study of a four-group cluster-analytic typology of depressed patients.,,True,"The study describes replicating a four-group cluster-analytic typology of depressed patients, which matches Paykel (1971) 'Classification of Depressed Patients: A Cluster Analysis Derived Grouping' and its original patient sample.",identified:@paykel1971,False,False,[],False,False,False
10.1111/j.1469-8986.2005.00367.x,The latent state‐trait structure of resting EEG asymmetry: Replication and extension,10.1037/0022-3514.82.4.619,Does resting electroencephalograph asymmetry reflect a trait? An application of latent state-trait theory.,control,agrees_with_mo,['Does resting EEG asymmetry reflect a trait? An application of latent state-trait theory'],['10.1037/0022-3514.82.4.619'],@hagemann2002,gpt-5.6-luna,,These data replicate previous findings and substantiate that resting asymmetry has trait and state properties.,,True,"The study explicitly says it replicates previous findings that resting asymmetry has trait and state properties, matching Hagemann et al. (2002), which applied latent state-trait theory to resting EEG asymmetry.",identified:@hagemann2002,False,False,[],False,False,False
10.1017/s1355617722000698,Lower prospective memory is associated with higher neurocognitive dispersion in two samples of people with HIV: A conceptual replication study,10.1080/13803395.2018.1432571,Intraindividual variability in neurocognitive performance is associated with time-based prospective memory in older adults,control,agrees_with_mo,['Intraindividual variability in neurocognitive performance is associated with time-based prospective memory in older adults'],['10.1080/13803395.2018.1432571'],@sullivan2018,gpt-5.6-luna,@sullivan2018,"Extending prior work in healthy adults, these findings suggest that variability in performance across a cognitive battery contributes to laboratory-based PM accuracy, but not perceived PM symptoms, among PLWH.",,True,The study describes extending prior work in healthy adults on intraindividual variability/dispersion across cognitive performance and laboratory-based prospective memory; @sullivan2018 is the listed study on intraindividual variability in neurocognitive performance and time-based prospective memory ,identified:@sullivan2018,False,False,[],False,False,False
10.1007/s10071-019-01254-5,"Developmental history, energetic state and choice impulsivity in European starlings, Sturnus vulgaris",10.1098/rspb.2014.2140,Developmental telomere attrition predicts impulsive decision-making in adult starlings,control,agrees_with_mo,"['Developmental telomere attrition predicts impulsive decision-making in adult starlings', 'Developmental telomere attrition predicts impulsive decision-making in adult starlings']","['10.1098/rspb.2014.2140', '10.1098/rspb.2014.2140']",@bateson2014,gpt-5.6-luna,@bateson2014,"In European starlings (Sturnus vulgaris), a previous study found that birds that were lighter for their skeletal size, and birds that had undergone greater shortening of erythrocyte telomeres over the course of development, were more impulsive as adults. Here, we studied the impulsivity of a separate cohort of 29 starlings hand-reared under different combinations of food amount and begging effort. We did not replicate the results of the previous study concerning developmental telomere attrition",,True,"The study explicitly re-tests a previous finding that developmental telomere attrition and low mass for skeletal size predicted adult impulsivity in European starlings. This matches Bateson et al. 2014, 'Developmental telomere attrition predicts impulsive decision-making in adult starlings,' exactly",identified:@bateson2014,False,False,[],False,False,False
10.1097/md.0000000000011865,Contributions of rare coding variants in hypotension syndrome genes to population blood pressure variation,10.1038/ng.118,Rare independent mutations in renal salt handling genes contribute to blood pressure variation,control,agrees_with_mo,['Rare independent mutations in renal salt handling genes contribute to blood pressure variation'],['10.1038/ng.118'],@ji2008,gpt-5.6-luna,@ji2008,"The present study focuses on replicating the analyses completed by Ji et al to identify effects of rare variants in the population-based Atherosclerosis Risk in Communities (ARIC) study. We attempted to replicate the findings by Ji et al by applying their criteria to identify putative loss-of-function variants with allele frequency <0.001 and complete conservation across a set of orthologs, to exome sequencing data from 7444 European ancestry participants of the ARIC study.",,True,"The study explicitly states it focuses on replicating the analyses completed by Ji et al and repeatedly names the Ji et al (2008) findings on rare renal salt-handling variants, matching the listed @ji2008 record.",identified:@ji2008,False,False,[],False,False,False
10.1044/2023_jslhr-22-00694,Crowdsourced Perceptual Ratings of Voice Quality in People With Parkinson's Disease Before and After Intensive Voice and Articulation Therapies: Secondary Outcome of a Randomized Controlled Trial,10.1016/j.jvoice.2022.03.014,The Acoustic Voice Quality Index (AVQI) in People with Parkinson's Disease Before and After Intensive Voice and Articulation Therapies: Secondary Outcome of a Randomized Controlled Trial,control,agrees_with_mo,"[""The Acoustic Voice Quality Index (AVQI) in people with Parkinson's disease before and after intensive voice and articulation therapies: Secondary outcome of a randomized controlled trial""]",['10.1016/j.jvoice.2022.03.014'],@moyagal2022,gpt-5.6-luna,@moyagal2022,We also investigated whether aggregated listener ratings would replicate the original study's findings of treatment effects based on the Acoustic Voice Quality Index (AVQI) measure.,,True,"The study explicitly states that its findings replicate the results of Moya-Galé et al. (2022), and the reference list contains that exact study as @moyagal2022.",identified:@moyagal2022,False,False,[],False,False,False
10.1352/0895-8017(2007)112[40:eomiof]2.0.co;2,Effect of “Missing” Information on Fast Mapping by Individuals With Vocabulary Limitations Associated With Intellectual Disability,10.1017/s0305000902005469,The effect of ‘missing’ information on children's retention of fast-mapped labels,control,agrees_with_mo,"[""The effect of ''missing'' information on children's retention of fast mapped labels""]",['10.1017/s0305000902005469'],@wilkinson2003b,gpt-5.6-luna,@wilkinson2003b,"This study was a direct replication of a previous investigation with typically developing preschool children, enabling a direct comparison.",,True,"The study describes itself as a direct replication of a previous investigation with typically developing preschool children on the effect of missing information on retention of fast-mapped labels, which matches Wilkinson & Mazzitelli's paper on children's retention of fast-mapped labels.",identified:@wilkinson2003b,False,False,[],False,False,False
10.1111/j.1467-7687.2008.00781.x,The relative salience of discrete and continuous quantity in young infants,10.1111/1467-9280.00177,Number Versus Contour Length in Infants' Discrimination of Small Visual Sets,control,agrees_with_mo,"[""Number versus contour length in infants' discrimination of small visual sets""]",['10.1111/1467-9280.00177'],@clearfield1999,gpt-5.6-luna,@clearfield1999,"In Experiment 1, we attempt to replicate the Clearfield & Mix study with a larger sample of infants.",,True,"The study explicitly says it attempts to replicate the Clearfield & Mix study, and its abstract names Clearfield & Mix (1999) as the relevant prior finding about number versus contour length. This matches @clearfield1999.",identified:@clearfield1999,False,False,[],False,False,False
10.1177/03010066221096987,The pairs training effect in unfamiliar face matching,10.1111/bjop.12103,Unfamiliar face matching: Pairs out‐perform individuals and provide a route to training,control,agrees_with_mo,"['Unfamiliar face matching: Pairs out-perform individuals and provide a route to training', 'Unfamiliar face matching: Pairs out-perform individuals and provide a route to training']","['10.1111/bjop.12103', '10.1111/bjop.12103']",@dowsett2014,gpt-5.6-luna,,"Here, we sought to replicate the original finding",,True,"The study aims to replicate the original finding of a ""pairs training effect,"" and the listed record by Dowsett and Burton (2014) is explicitly about pairs outperforming individuals in unfamiliar face matching and providing a route to training, matching the named effect.",identified:@dowsett2014,False,False,[],False,False,False
